car_name,brand,model,avg_cost_price,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Mahindra Scorpio,Mahindra,Scorpio,16.725,4,51000.0,Individual,Diesel,Manual,15.4,1997.0,120.0,7.0,12.0
Hyundai i20,Hyundai,i20,10.810042,12,71000.0,Dealer,Petrol,Manual,20.35,1197.0,81.86,5.0,2.35
Honda City,Honda,City,14.275,4,55000.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,5.75
Ford Freestyle,Ford,Freestyle,9.895,2,10000.0,Individual,Diesel,Manual,24.4,1498.0,98.63,5.0,8.0
Maruti Ertiga,Maruti,Ertiga,10.457891,4,60000.0,Individual,Diesel,Manual,24.52,1248.0,88.5,7.0,8.0
Toyota Innova,Toyota,Innova,24.86143,6,165000.0,Individual,Diesel,Manual,12.99,2494.0,100.6,7.0,8.3
Hyundai i20,Hyundai,i20,10.810042,8,35000.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,3.25
Maruti Vitara,Maruti,Vitara,10.815,5,64000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,7.25
Maruti SwiftDzire,Maruti,SwiftDzire,8.48,3,47230.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,6.25
Maruti Ciaz,Maruti,Ciaz,10.985,3,23167.0,Dealer,Petrol,Manual,21.56,1462.0,103.25,5.0,7.25
Maruti Ignis,Maruti,Ignis,6.795,4,22115.0,Individual,Petrol,Manual,20.89,1197.0,81.8,5.0,4.25
Maruti Swift,Maruti,Swift,7.795,2,38000.0,Dealer,Petrol,Manual,20.4,1197.0,81.8,5.0,6.32
Maruti Wagon R,Maruti,Wagon R,6.135,14,53000.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5.0,1.75
Toyota Innova,Toyota,Innova,23.105,3,27000.0,Dealer,Diesel,Automatic,11.36,2755.0,171.5,7.0,18.49
Hyundai i20,Hyundai,i20,10.4,10,62540.0,Dealer,Petrol,Manual,18.5,1197.0,80.0,5.0,2.7
Mahindra XUV500,Mahindra,XUV500,19.54,4,20000.0,Individual,Diesel,Automatic,16.0,1997.0,140.0,7.0,13.5
Maruti Alto,Maruti,Alto,4.112027,10,15000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.56
Ford Figo,Ford,Figo,8.737458,11,80000.0,Individual,Petrol,Manual,15.6,1196.0,70.0,5.0,1.5
Honda WR-V,Honda,WR-V,12.355,3,22000.0,Dealer,Diesel,Manual,25.5,1498.0,98.6,5.0,8.95
Mahindra Scorpio,Mahindra,Scorpio,17.265,5,36908.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,9.0,6.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.39,6,70000.0,Individual,Petrol,Manual,20.85,1197.0,83.14,5.0,4.5
Volkswagen Polo,Volkswagen,Polo,9.283831,8,58000.0,Dealer,Diesel,Manual,22.07,1199.0,73.9,5.0,4.6
Honda City,Honda,City,14.275,9,47000.0,Dealer,Petrol,Manual,16.8,1497.0,116.4,5.0,3.95
Hyundai Grand,Hyundai,Grand,7.03,3,40000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,5.0
Mahindra KUV100,Mahindra,KUV100,7.6455,3,50000.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,5.55
Honda Amaze,Honda,Amaze,9.77,5,40000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5.0,5.15
Maruti Celerio,Maruti,Celerio,5.67,2,15000.0,Individual,Petrol,Manual,23.1,998.0,67.04,5.0,4.5
Maruti Alto,Maruti,Alto,4.08,5,16000.0,Dealer,Petrol,Manual,24.7,796.0,47.3,5.0,3.25
Maruti Wagon R,Maruti,Wagon R,6.185586,15,90000.0,Individual,LPG,Manual,17.3,1061.0,57.5,5.0,0.8
Maruti Vitara,Maruti,Vitara,10.815,5,80000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,6.5
Honda City,Honda,City,14.275,15,40000.0,Individual,Petrol,Manual,17.7,1497.0,78.0,5.0,3.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,8,70000.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,3.25
Maruti Ertiga,Maruti,Ertiga,10.457891,6,80000.0,Individual,Diesel,Manual,20.77,1248.0,88.76,7.0,6.25
Maruti Alto,Maruti,Alto,3.92,4,20000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,2.5
Honda WR-V,Honda,WR-V,11.825,4,33000.0,Dealer,Diesel,Manual,25.5,1498.0,98.6,5.0,6.99
Ford Aspire,Ford,Aspire,7.825,6,30000.0,Individual,Petrol,Manual,18.16,1196.0,86.8,5.0,4.5
Tata Safari,Tata,Safari,18.13,3,70000.0,Individual,Diesel,Manual,14.1,2179.0,147.94,7.0,7.0
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,9,154600.0,Individual,Diesel,Manual,19.3,1248.0,73.9,5.0,2.5
Hyundai i20,Hyundai,i20,10.810042,6,66392.0,Dealer,Diesel,Manual,21.19,1396.0,88.73,5.0,6.25
Volkswagen Polo,Volkswagen,Polo,9.283831,6,120000.0,Individual,Diesel,Manual,20.14,1498.0,88.8,5.0,5.0
Maruti Ciaz,Maruti,Ciaz,11.595719,6,60000.0,Individual,Diesel,Manual,28.09,1248.0,88.5,5.0,7.0
Mahindra Scorpio,Mahindra,Scorpio,17.309855,6,80000.0,Individual,Diesel,Manual,15.4,2179.0,120.0,7.0,8.5
Volkswagen Vento,Volkswagen,Vento,13.294659,7,68000.0,Dealer,Diesel,Manual,20.54,1598.0,103.6,5.0,3.75
Mahindra Scorpio,Mahindra,Scorpio,17.01,9,70000.0,Individual,Diesel,Manual,12.05,2179.0,120.0,8.0,4.65
Mahindra Bolero,Mahindra,Bolero,9.69,9,80000.0,Individual,Diesel,Manual,15.96,2523.0,62.1,7.0,4.5
Tata Tigor,Tata,Tigor,7.435,3,40000.0,Individual,Petrol,Manual,20.3,1199.0,84.0,5.0,5.5
Mahindra Bolero,Mahindra,Bolero,9.595,7,56467.0,Dealer,Diesel,Manual,15.96,2523.0,62.1,7.0,6.25
Mahindra Bolero,Mahindra,Bolero,9.775915,3,20000.0,Individual,Diesel,Manual,16.5,1493.0,70.0,7.0,7.5
Mahindra Bolero,Mahindra,Bolero,9.775915,6,107107.0,Dealer,Diesel,Manual,15.96,2523.0,62.1,7.0,5.25
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,5,60000.0,Individual,Petrol,Manual,20.85,1197.0,83.14,5.0,3.69
Datsun GO,Datsun,GO,6.43,6,14000.0,Dealer,Petrol,Automatic,18.57,1198.0,76.43,7.0,2.65
Renault KWID,Renault,KWID,4.87,6,30000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,2.0
Maruti Wagon R,Maruti,Wagon R,6.185586,5,38000.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5.0,3.35
Maruti Swift,Maruti,Swift,7.7467155,10,94991.0,Dealer,Petrol,Manual,18.6,1197.0,85.8,5.0,3.15
Datsun GO,Datsun,GO,6.11,2,3300.0,Individual,Petrol,Manual,19.83,1198.0,67.0,5.0,4.9
Hyundai Creta,Hyundai,Creta,16.06,5,120000.0,Individual,Diesel,Manual,19.67,1582.0,126.2,5.0,8.75
Toyota Innova,Toyota,Innova,23.73,2,10000.0,Dealer,Diesel,Automatic,11.36,2755.0,171.5,7.0,19.0
Hyundai Creta,Hyundai,Creta,16.0,2,35000.0,Individual,Diesel,Manual,22.1,1396.0,88.7,5.0,10.0
Tata Tigor,Tata,Tigor,7.315,3,15572.0,Dealer,Petrol,Manual,20.3,1199.0,84.0,5.0,6.0
Ford Ecosport,Ford,Ecosport,11.8,7,82100.0,Dealer,Diesel,Manual,23.0,1498.0,98.96,5.0,5.9
Hyundai Creta,Hyundai,Creta,16.307285,5,42530.0,Dealer,Petrol,Manual,15.29,1591.0,121.3,5.0,8.25
Mahindra Bolero,Mahindra,Bolero,9.595,6,93648.0,Individual,Diesel,Manual,15.96,2523.0,62.1,7.0,4.5
Mahindra KUV,Mahindra,KUV,7.835,4,94000.0,Individual,Petrol,Manual,18.15,1198.0,82.0,6.0,3.15
Hyundai Creta,Hyundai,Creta,15.28,5,25000.0,Individual,Petrol,Manual,15.29,1591.0,121.3,5.0,8.5
Volkswagen Vento,Volkswagen,Vento,13.294659,10,36000.0,Dealer,Diesel,Manual,20.54,1598.0,103.5,5.0,2.6
Maruti Wagon R,Maruti,Wagon R,6.135,12,42000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,1.8
Mahindra Bolero,Mahindra,Bolero,9.595,10,70000.0,Individual,Diesel,Manual,13.6,2523.0,63.0,7.0,3.0
Hyundai Verna,Hyundai,Verna,14.95,9,65000.0,Dealer,Diesel,Manual,23.9,1582.0,126.2,5.0,4.75
Hyundai Verna,Hyundai,Verna,13.21,4,10000.0,Individual,Petrol,Manual,17.0,1591.0,121.3,5.0,11.25
Hyundai i20,Hyundai,i20,10.810042,5,15000.0,Dealer,Diesel,Manual,21.19,1396.0,88.76,5.0,5.99
Mahindra KUV100,Mahindra,KUV100,7.6455,1,35000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,7.0
Maruti Wagon R,Maruti,Wagon R,6.185586,11,78000.0,Individual,LPG,Manual,17.3,1061.0,57.5,5.0,1.65
Maruti Alto,Maruti,Alto,4.112027,10,115000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,1.25
Ford Ecosport,Ford,Ecosport,10.96,8,39500.0,Dealer,Petrol,Automatic,16.5,1499.0,110.0,5.0,4.49
Maruti Swift,Maruti,Swift,7.7467155,9,60000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5.0,4.0
Toyota Innova,Toyota,Innova,24.86143,12,120000.0,Individual,Diesel,Manual,12.8,2494.0,102.0,8.0,5.0
Hyundai Santro,Hyundai,Santro,6.39939,14,50000.0,Individual,Petrol,Manual,17.8,1086.0,63.0,5.0,0.6
Maruti Wagon R,Maruti,Wagon R,6.185586,11,45154.0,Dealer,LPG,Manual,17.3,1061.0,57.5,5.0,2.4
Hyundai i20,Hyundai,i20,10.9,3,38000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5.0,7.5
Maruti Alto,Maruti,Alto,3.92,8,70000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,1.7
Honda Amaze,Honda,Amaze,8.36,7,44000.0,Individual,Petrol,Manual,18.0,1198.0,86.7,5.0,3.3
Hyundai Grand,Hyundai,Grand,7.071195,4,30000.0,Individual,Diesel,Manual,24.0,1186.0,73.97,5.0,3.9
Ford Ecosport,Ford,Ecosport,12.04,3,74435.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,7.95
Renault KWID,Renault,KWID,4.755,5,35000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,2.4
Hyundai i10,Hyundai,i10,7.1382666,11,70000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,1.5
Renault Duster,Renault,Duster,14.168889,7,110000.0,Individual,Diesel,Manual,19.01,1461.0,108.45,5.0,4.15
Hyundai Verna,Hyundai,Verna,13.21,3,16300.0,Individual,Petrol,Manual,19.1,1368.0,98.6,5.0,7.89
Maruti Celerio,Maruti,Celerio,5.9832554,5,24262.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,4.6
Maruti Swift,Maruti,Swift,7.7467155,4,27000.0,Dealer,Petrol,Manual,20.4,1197.0,81.8,5.0,5.7
Mahindra Bolero,Mahindra,Bolero,9.595,9,40000.0,Individual,Diesel,Manual,15.96,2523.0,62.1,7.0,5.0
Skoda Rapid,Skoda,Rapid,12.475,4,30000.0,Dealer,Petrol,Manual,15.0,1598.0,105.0,5.0,7.2
Ford Figo,Ford,Figo,9.0,7,58187.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5.0,2.65
Maruti Wagon R,Maruti,Wagon R,6.185586,5,29000.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,3.65
Hyundai i20,Hyundai,i20,10.85,8,65000.0,Individual,Diesel,Manual,21.9,1396.0,88.76,5.0,3.9
Toyota Innova,Toyota,Innova,24.86143,11,128787.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,8.0,8.25
Maruti Vitara,Maruti,Vitara,10.815,4,72000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,7.75
Hyundai i20,Hyundai,i20,10.83,8,100000.0,Individual,Diesel,Manual,21.9,1396.0,88.76,5.0,3.2
Renault Duster,Renault,Duster,14.168889,3,90000.0,Individual,Diesel,Manual,19.87,1461.0,83.8,5.0,7.5
Hyundai i10,Hyundai,i10,7.1382666,12,70000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,2.3
Hyundai i10,Hyundai,i10,7.1382666,10,74953.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,1.45
Skoda Rapid,Skoda,Rapid,12.280918,4,30000.0,Dealer,Petrol,Manual,15.41,1598.0,103.2,5.0,7.2
Hyundai i10,Hyundai,i10,7.1382666,10,41000.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5.0,2.25
Toyota Innova,Toyota,Innova,23.105,4,85000.0,Individual,Diesel,Manual,13.68,2393.0,147.8,8.0,15.46
Mahindra Scorpio,Mahindra,Scorpio,17.309855,8,56000.0,Dealer,Diesel,Manual,12.05,2179.0,120.0,8.0,6.25
Maruti Alto,Maruti,Alto,4.112027,10,70000.0,Individual,Petrol,Manual,20.92,998.0,67.1,5.0,1.5
Maruti Swift,Maruti,Swift,7.7467155,12,35000.0,Dealer,Diesel,Manual,17.8,1248.0,75.0,5.0,2.25
Volkswagen Vento,Volkswagen,Vento,13.294659,5,50000.0,Individual,Diesel,Automatic,22.15,1498.0,108.6,5.0,8.0
Hyundai i10,Hyundai,i10,7.1382666,5,10000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,3.8
Maruti Alto,Maruti,Alto,4.112027,2,10000.0,Individual,Petrol,Manual,23.95,998.0,67.1,5.0,3.6
Honda Amaze,Honda,Amaze,8.52,4,85000.0,Individual,Petrol,Manual,17.8,1198.0,86.7,5.0,4.4
Maruti Swift,Maruti,Swift,7.73,5,60000.0,Individual,Petrol,Manual,20.4,1197.0,83.11,5.0,4.5
Maruti Baleno,Maruti,Baleno,8.475,3,50000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,5.6
Ford Ecosport,Ford,Ecosport,11.718629,6,104278.0,Dealer,Petrol,Manual,18.88,999.0,123.37,5.0,5.9
Hyundai i20,Hyundai,i20,11.195,5,48000.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,7.5
Maruti Celerio,Maruti,Celerio,5.675,5,35000.0,Dealer,Petrol,Manual,23.1,998.0,67.04,5.0,3.85
Maruti Eeco,Maruti,Eeco,4.841232,3,60000.0,Individual,CNG,Manual,21.94,1196.0,61.7,5.0,3.5
Hyundai i10,Hyundai,i10,7.1382666,10,30000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,3.5
Hyundai Grand,Hyundai,Grand,7.071195,4,40000.0,Individual,Diesel,Manual,24.0,1120.0,70.0,5.0,4.25
Maruti Swift,Maruti,Swift,7.7467155,6,61000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,4.5
Maruti Alto,Maruti,Alto,4.112027,13,50000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.04
Hyundai Creta,Hyundai,Creta,15.45,5,121054.0,Individual,Diesel,Manual,21.38,1396.0,88.7,5.0,7.7
Toyota Innova,Toyota,Innova,24.86143,14,110000.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,7.0,3.95
Hyundai Santro,Hyundai,Santro,6.39939,7,40000.0,Individual,Petrol,Manual,17.92,1086.0,62.1,5.0,2.0
Hyundai Creta,Hyundai,Creta,16.307285,4,15000.0,Dealer,Petrol,Manual,15.29,1591.0,121.3,5.0,8.4
Ford Freestyle,Ford,Freestyle,8.03,3,20000.0,Individual,Petrol,Manual,19.0,1194.0,94.68,5.0,7.25
Maruti Wagon R,Maruti,Wagon R,6.03,5,11799.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,3.6
Tata Tiago,Tata,Tiago,6.77,2,11000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,5.55
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,9,61000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,3.8
Hyundai i10,Hyundai,i10,7.1382666,11,35000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,1.99
Maruti Swift,Maruti,Swift,7.65,3,26000.0,Individual,Petrol,Manual,22.0,1197.0,81.8,5.0,5.5
Hyundai Grand,Hyundai,Grand,7.071195,7,80000.0,Individual,Diesel,Manual,24.0,1120.0,70.0,5.0,2.4
Mahindra Thar,Mahindra,Thar,15.737182,3,19000.0,Dealer,Diesel,Manual,16.55,2498.0,105.0,6.0,9.0
Volkswagen Polo,Volkswagen,Polo,8.65,3,19000.0,Dealer,Petrol,Manual,18.78,999.0,75.0,5.0,5.99
Maruti Swift,Maruti,Swift,7.515,2,17600.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5.0,5.9
Hyundai Grand,Hyundai,Grand,7.03,3,26800.0,Individual,Petrol,Automatic,18.9,1197.0,81.86,5.0,5.75
Maruti Swift,Maruti,Swift,7.7467155,7,50000.0,Dealer,Diesel,Manual,22.9,1248.0,74.0,5.0,5.0
Honda City,Honda,City,15.192461,7,45045.0,Dealer,Petrol,Automatic,18.0,1497.0,117.3,5.0,5.5
Hyundai Santro,Hyundai,Santro,6.265,2,25000.0,Dealer,Petrol,Automatic,20.3,1086.0,68.07,5.0,5.45
Hyundai i20,Hyundai,i20,10.35,1,20000.0,Individual,Petrol,Manual,20.35,1197.0,81.86,5.0,6.4
Hyundai i20,Hyundai,i20,10.810042,7,48000.0,Dealer,Petrol,Manual,18.5,1197.0,80.0,5.0,3.9
Tata Harrier,Tata,Harrier,20.0,2,20000.0,Individual,Diesel,Manual,17.0,1956.0,138.1,5.0,17.5
Tata Tiago,Tata,Tiago,6.64,3,60000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,3.6
Renault Duster,Renault,Duster,14.168889,6,120000.0,Individual,Diesel,Manual,20.45,1461.0,83.8,5.0,5.5
Hyundai i10,Hyundai,i10,7.1382666,11,100000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,1.8
Honda Amaze,Honda,Amaze,9.775,4,100000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5.0,4.1
Ford Figo,Ford,Figo,9.0,6,76416.0,Dealer,Diesel,Manual,25.83,1498.0,99.0,5.0,5.0
Ford Ecosport,Ford,Ecosport,11.535,7,38125.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,5.25
Honda Civic,Honda,Civic,21.95,9,80000.0,Individual,Petrol,Automatic,13.9,1799.0,130.3,5.0,6.0
Maruti Alto,Maruti,Alto,4.112027,14,120000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.9
Maruti Swift,Maruti,Swift,7.73,1,10000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,6.4
Mahindra XUV500,Mahindra,XUV500,19.96,2,10000.0,Individual,Diesel,Manual,15.1,2179.0,152.87,7.0,17.0
Hyundai Verna,Hyundai,Verna,13.53,3,21734.0,Trustmark Dealer,Petrol,Manual,17.0,1591.0,121.3,5.0,9.25
Hyundai i20,Hyundai,i20,10.72,5,35000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,5.3
Ford Ecosport,Ford,Ecosport,11.16,4,35000.0,Dealer,Petrol,Automatic,14.8,1497.0,121.36,5.0,8.5
Tata Harrier,Tata,Harrier,19.86,2,17000.0,Dealer,Diesel,Manual,17.0,1956.0,138.1,5.0,16.5
Maruti Wagon R,Maruti,Wagon R,6.065,7,40000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,2.95
Mahindra XUV500,Mahindra,XUV500,19.91,4,34000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,10.75
Ford Ecosport,Ford,Ecosport,11.965,6,50000.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,5.9
Ford Ecosport,Ford,Ecosport,11.68,7,64000.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,4.15
Maruti Vitara,Maruti,Vitara,10.815,3,69000.0,Dealer,Diesel,Automatic,24.3,1248.0,88.5,5.0,8.31
Hyundai Venue,Hyundai,Venue,11.92,2,12000.0,Dealer,Diesel,Manual,23.7,1396.0,88.7,5.0,10.99
Maruti SwiftDzire,Maruti,SwiftDzire,8.24,9,66581.0,Dealer,Petrol,Automatic,17.4,1197.0,85.8,5.0,3.95
Maruti Vitara,Maruti,Vitara,10.815,5,65000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,6.2
Honda City,Honda,City,14.74,11,72000.0,Dealer,Petrol,Automatic,16.8,1497.0,118.0,5.0,3.31
Maruti Baleno,Maruti,Baleno,8.55,2,10000.0,Dealer,Petrol,Automatic,21.4,1197.0,83.1,5.0,7.9
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,7,64523.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,3.7
Honda WR-V,Honda,WR-V,10.305,2,10000.0,Dealer,Petrol,Manual,17.5,1199.0,88.7,5.0,8.75
Hyundai i20,Hyundai,i20,10.24,9,60000.0,Dealer,Petrol,Manual,18.5,1197.0,80.0,5.0,2.9
Honda Civic,Honda,Civic,22.4,13,73235.0,Dealer,Petrol,Manual,13.5,1799.0,130.0,5.0,2.6
Maruti Wagon R,Maruti,Wagon R,6.185586,8,120000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,2.2
Maruti Swift,Maruti,Swift,7.51,9,62000.0,Dealer,Petrol,Manual,18.6,1197.0,85.8,5.0,3.4
Maruti Baleno,Maruti,Baleno,8.55,4,44000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5.0,5.7
Ford Ecosport,Ford,Ecosport,11.68,7,46412.0,Dealer,Diesel,Manual,21.7,1498.0,98.96,5.0,5.6
Tata Nexon,Tata,Nexon,11.1,2,15000.0,Individual,Petrol,Automatic,17.0,1198.0,108.5,5.0,8.5
Toyota Innova,Toyota,Innova,24.86143,8,95000.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,7.0,6.85
Maruti SwiftDzire,Maruti,SwiftDzire,8.329473,6,75251.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,4.9
Mahindra Thar,Mahindra,Thar,15.835,9,18053.0,Dealer,Diesel,Manual,16.55,2498.0,105.0,7.0,4.36
Hyundai i20,Hyundai,i20,11.17,6,60000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5.0,4.22
Maruti Wagon R,Maruti,Wagon R,6.135,3,3944.0,Trustmark Dealer,Petrol,Automatic,20.51,998.0,67.0,5.0,4.85
Mahindra XUV500,Mahindra,XUV500,19.91,6,68000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,9.5
Honda City,Honda,City,16.17,5,61225.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,5.9
Hyundai Grand,Hyundai,Grand,7.071195,7,54000.0,Dealer,Diesel,Manual,24.0,1186.0,73.97,5.0,3.45
Maruti SwiftDzire,Maruti,SwiftDzire,8.24,6,40000.0,Dealer,Petrol,Manual,20.85,1197.0,83.14,5.0,5.0
Maruti Wagon R,Maruti,Wagon R,6.185586,7,42290.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,3.1
Honda Amaze,Honda,Amaze,8.47,4,45000.0,Dealer,Petrol,Automatic,15.5,1198.0,86.7,5.0,5.25
Maruti Swift,Maruti,Swift,7.7467155,7,56000.0,Dealer,Petrol,Manual,16.1,1197.0,85.0,5.0,4.01
Honda City,Honda,City,15.245,5,48000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,5.99
Hyundai i20,Hyundai,i20,10.72,6,42101.0,Trustmark Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,4.8
Toyota Innova,Toyota,Innova,23.355,4,53400.0,Dealer,Petrol,Manual,11.25,2694.0,163.7,7.0,14.27
Hyundai Grand,Hyundai,Grand,7.071195,7,55000.0,Dealer,Diesel,Manual,24.0,1186.0,73.97,5.0,3.75
Hyundai Verna,Hyundai,Verna,13.53,3,40000.0,Dealer,Petrol,Automatic,17.0,1591.0,121.3,5.0,10.75
Toyota Glanza,Toyota,Glanza,9.38,2,10000.0,Dealer,Petrol,Manual,21.01,1197.0,81.8,5.0,8.35
Honda City,Honda,City,14.74,4,48000.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,8.9
Hyundai i20,Hyundai,i20,10.72,6,68237.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,4.9
Maruti Alto,Maruti,Alto,4.112027,3,57199.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,3.78
Maruti Baleno,Maruti,Baleno,8.55,4,33000.0,Dealer,Petrol,Automatic,19.56,1197.0,81.8,5.0,6.9
Maruti Swift,Maruti,Swift,7.51,2,6500.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5.0,4.8
Hyundai i20,Hyundai,i20,10.72,4,100000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,5.8
Maruti Baleno,Maruti,Baleno,8.693568,5,58354.0,Dealer,Diesel,Manual,27.39,1248.0,74.0,5.0,5.5
Maruti Vitara,Maruti,Vitara,10.815,4,68200.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,7.5
Hyundai Grand,Hyundai,Grand,7.071195,7,56000.0,Dealer,Diesel,Manual,24.0,1120.0,70.0,5.0,3.25
Honda Amaze,Honda,Amaze,8.47,6,36000.0,Dealer,Petrol,Manual,18.0,1198.0,86.7,5.0,3.95
Toyota Innova,Toyota,Innova,24.86143,7,52000.0,Dealer,Diesel,Manual,12.99,2494.0,100.0,7.0,9.25
Maruti Wagon R,Maruti,Wagon R,6.025,2,19022.0,Dealer,CNG,Manual,33.54,998.0,67.04,5.0,4.7
Maruti Wagon R,Maruti,Wagon R,6.185586,14,90000.0,Individual,LPG,Manual,17.3,1061.0,57.5,5.0,0.9
Maruti Wagon R,Maruti,Wagon R,5.95,12,60000.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5.0,1.5
Honda Civic,Honda,Civic,22.735,12,62000.0,Dealer,Petrol,Manual,13.5,1799.0,130.0,5.0,2.35
Maruti Wagon R,Maruti,Wagon R,5.95,6,48000.0,Dealer,Petrol,Automatic,20.51,998.0,67.0,5.0,3.8
Toyota Innova,Toyota,Innova,24.86143,8,81000.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,8.0,6.45
Renault Duster,Renault,Duster,14.168889,6,60000.0,Dealer,Diesel,Manual,19.87,1461.0,84.0,5.0,5.0
Maruti Ciaz,Maruti,Ciaz,11.595719,6,62000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,5.37
Ford Ecosport,Ford,Ecosport,11.965,7,104643.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,4.38
Tata Tigor,Tata,Tigor,7.77,3,30000.0,Individual,Petrol,Manual,20.3,1199.0,84.0,5.0,4.95
Maruti Wagon R,Maruti,Wagon R,6.135,2,8873.0,Trustmark Dealer,Petrol,Automatic,21.5,1197.0,81.8,5.0,5.4
Mahindra XUV500,Mahindra,XUV500,19.91,3,17000.0,Dealer,Diesel,Automatic,16.0,1997.0,140.0,7.0,12.9
